Date,Product Id,Country,Product Category,Cost Price,Sale Price,Quantity,Cost Price Value,Sales Price Value,Discount,Final Sales Price,Profit
2018-11-26,3,India,Standard,40,100,30,1200,3000,0,3000,1800
2018-11-27,9,Canada,Premium,125,230,30,3750,6900,0.05,6555,2805
2018-11-28,7,United States,Elite,95,165,25,2375,4125,0,4125,1750
2018-11-29,6,United States,Elite,100,190,35,3500,6650,0,6650,3150
2018-11-30,5,United States,Standard,75,145,45,3375,6525,0,6525,3150
2018-12-01,3,Netherlands,Standard,40,100,35,1400,3500,0,3500,2100
2018-12-02,9,Malaysia,Premium,125,230,35,4375,8050,0.1,7245,2870
2018-12-03,9,Singapore,Premium,125,230,35,4375,8050,0,8050,3675
2018-12-04,3,Canada,Standard,40,100,25,1000,2500,0.1,2250,1250
2018-12-05,1,Canada,Standard,60,100,35,2100,3500,0.25,2625,525
2018-12-06,7,United States,Elite,95,165,25,2375,4125,0.1,3713,1338
2018-12-07,6,United States,Elite,100,190,45,4500,8550,0.25,6413,1913
2018-12-08,9,United Kingdom,Premium,125,230,45,5625,10350,0.1,9315,3690
2018-12-09,3,United States,Standard,40,100,25,1000,2500,0.05,2375,1375
2018-12-10,7,Canada,Elite,95,165,25,2375,4125,0.1,3713,1338
2018-12-11,6,Singapore,Elite,100,190,45,4500,8550,0.15,7268,2768
2018-12-12,1,United States,Standard,60,100,35,2100,3500,0.25,2625,525
2018-12-13,7,Singapore,Elite,95,165,35,3325,5775,0,5775,2450
2018-12-14,3,United Kingdom,Standard,40,100,40,1600,4000,0.35,2600,1000
2018-12-15,5,Canada,Standard,75,145,40,3000,5800,0.05,5510,2510
2018-12-16,6,Canada,Elite,100,190,45,4500,8550,0.05,8123,3623
2018-12-17,9,United States,Premium,125,230,45,5625,10350,0.35,6728,1103
2018-12-18,9,Netherlands,Premium,125,230,30,3750,6900,0.25,5175,1425
2018-12-19,7,Canada,Elite,95,165,40,3800,6600,0.1,5940,2140
2018-12-20,7,Canada,Elite,95,165,30,2850,4950,0,4950,2100
2018-12-21,7,United States,Elite,95,165,30,2850,4950,0.15,4208,1358
2018-12-22,1,Singapore,Standard,60,100,25,1500,2500,0,2500,1000
2018-12-23,8,United States,Premium,110,220,25,2750,5500,0.35,3575,825
2018-12-24,5,Canada,Standard,75,145,30,2250,4350,0.05,4133,1883
2018-12-25,6,United Kingdom,Elite,100,190,30,3000,5700,0,5700,2700
2018-12-26,1,China,Standard,60,100,30,1800,3000,0.1,2700,900
2018-12-27,3,United Kingdom,Standard,40,100,35,1400,3500,0.35,2275,875
2018-12-28,9,Canada,Premium,125,230,25,3125,5750,0.1,5175,2050
2018-12-29,7,Netherlands,Elite,95,165,40,3800,6600,0.35,4290,490
2018-12-30,9,United Kingdom,Premium,125,230,25,3125,5750,0.1,5175,2050
2018-12-31,3,United Kingdom,Standard,40,100,30,1200,3000,0.1,2700,1500
2019-01-01,5,Singapore,Standard,75,145,30,2250,4350,0,4350,2100
2019-01-02,7,United States,Elite,95,165,30,2850,4950,0.05,4703,1853
2019-01-03,3,Canada,Standard,40,100,30,1200,3000,0.05,2850,1650
2019-01-04,9,United States,Premium,125,230,45,5625,10350,0.05,9833,4208
2019-01-05,7,Netherlands,Elite,95,165,30,2850,4950,0,4950,2100
2019-01-06,2,United Kingdom,Standard,80,135,45,3600,6075,0.35,3949,349
2019-01-07,7,United States,Elite,95,165,35,3325,5775,0.1,5198,1873
2019-01-08,9,India,Premium,125,230,40,5000,9200,0.1,8280,3280
2019-01-09,8,United States,Premium,110,220,30,3300,6600,0.1,5940,2640
2019-01-10,8,Singapore,Premium,110,220,45,4950,9900,0.1,8910,3960
2019-01-11,9,United States,Premium,125,230,40,5000,9200,0.15,7820,2820
2019-01-12,7,United States,Elite,95,165,35,3325,5775,0.1,5198,1873
2019-01-13,3,United States,Standard,40,100,25,1000,2500,0.35,1625,625
2019-01-14,10,United States,Premium,150,280,25,3750,7000,0.1,6300,2550
2019-01-15,6,Singapore,Elite,100,190,35,3500,6650,0.1,5985,2485
2019-01-16,5,United Kingdom,Standard,75,145,35,2625,5075,0,5075,2450
2019-01-17,3,Netherlands,Standard,40,100,30,1200,3000,0.1,2700,1500
2019-01-18,1,Canada,Standard,60,100,35,2100,3500,0.05,3325,1225
2019-01-19,10,Singapore,Premium,150,280,25,3750,7000,0,7000,3250
2019-01-20,9,India,Premium,125,230,30,3750,6900,0.35,4485,735
2019-01-21,5,Canada,Standard,75,145,30,2250,4350,0.35,2828,578
2019-01-22,5,Singapore,Standard,75,145,45,3375,6525,0.15,5546,2172
2019-01-23,4,Canada,Standard,50,95,35,1750,3325,0.35,2161,412
2019-01-24,1,United States,Standard,60,100,45,2700,4500,0.35,2925,225
2019-01-25,4,Singapore,Standard,50,95,35,1750,3325,0.05,3159,1409
2019-01-26,3,United States,Standard,40,100,35,1400,3500,0.25,2625,1225
2019-01-27,9,United Kingdom,Premium,125,230,25,3125,5750,0,5750,2625
2019-01-28,3,Singapore,Standard,40,100,35,1400,3500,0.35,2275,875
2019-01-29,10,India,Premium,150,280,40,6000,11200,0.1,10080,4080
2019-01-30,9,United States,Premium,125,230,35,4375,8050,0,8050,3675
2019-01-31,7,United States,Elite,95,165,25,2375,4125,0,4125,1750
2019-02-01,1,United States,Standard,60,100,40,2400,4000,0.25,3000,600
2019-02-02,9,Singapore,Premium,125,230,35,4375,8050,0,8050,3675
2019-02-03,7,Canada,Elite,95,165,25,2375,4125,0.1,3713,1338
2019-02-04,7,Canada,Elite,95,165,35,3325,5775,0,5775,2450
2019-02-05,3,Singapore,Standard,40,100,35,1400,3500,0.35,2275,875
2019-02-06,7,Netherlands,Elite,95,165,40,3800,6600,0,6600,2800
2019-02-07,9,United Kingdom,Premium,125,230,45,5625,10350,0.25,7763,2138
2019-02-08,1,Canada,Standard,60,100,25,1500,2500,0.25,1875,375
2019-02-09,4,Singapore,Standard,50,95,40,2000,3800,0,3800,1800
2019-02-10,7,Canada,Elite,95,165,30,2850,4950,0.1,4455,1605
2019-02-11,5,United Kingdom,Standard,75,145,30,2250,4350,0.25,3263,1013
2019-02-12,9,Netherlands,Premium,125,230,25,3125,5750,0.1,5175,2050
2019-02-13,7,Singapore,Elite,95,165,45,4275,7425,0.1,6683,2408
2019-02-14,6,United States,Elite,100,190,35,3500,6650,0,6650,3150
2019-02-15,1,United States,Standard,60,100,45,2700,4500,0.05,4275,1575
2019-02-16,3,United States,Standard,40,100,45,1800,4500,0,4500,2700
2019-02-17,9,United Kingdom,Premium,125,230,40,5000,9200,0,9200,4200
2019-02-18,6,Italy,Elite,100,190,35,3500,6650,0.35,4323,823
2019-02-19,6,Singapore,Elite,100,190,35,3500,6650,0,6650,3150
2019-02-20,9,Canada,Premium,125,230,30,3750,6900,0.15,5865,2115
2019-02-21,7,India,Elite,95,165,30,2850,4950,0.05,4703,1853
2019-02-22,8,United States,Premium,110,220,35,3850,7700,0.1,6930,3080
2019-02-23,3,United States,Standard,40,100,25,1000,2500,0,2500,1500
2019-02-24,1,Canada,Standard,60,100,45,2700,4500,0,4500,1800
2019-02-25,1,India,Standard,60,100,35,2100,3500,0,3500,1400
2019-02-26,7,United States,Elite,95,165,35,3325,5775,0,5775,2450
2019-02-27,1,India,Standard,60,100,45,2700,4500,0.05,4275,1575
2019-02-28,9,Canada,Premium,125,230,35,4375,8050,0.1,7245,2870
2019-03-01,7,China,Elite,95,165,30,2850,4950,0.05,4703,1853
2019-03-02,10,China,Premium,150,280,35,5250,9800,0.35,6370,1120
2019-03-03,3,Nepal,Standard,40,100,25,1000,2500,0.35,1625,625
2019-03-04,7,Canada,Elite,95,165,30,2850,4950,0.25,3713,863
2019-03-05,3,Singapore,Standard,40,100,30,1200,3000,0.05,2850,1650
2019-03-06,9,United Kingdom,Premium,125,230,45,5625,10350,0,10350,4725
2019-03-07,9,Canada,Premium,125,230,35,4375,8050,0.25,6038,1663
2019-03-08,2,United States,Standard,80,135,45,3600,6075,0.25,4556,957
2019-03-09,6,United Kingdom,Elite,100,190,25,2500,4750,0.05,4513,2013
2019-03-10,10,Netherlands,Premium,150,280,40,6000,11200,0.1,10080,4080
2019-03-11,5,United Kingdom,Standard,75,145,35,2625,5075,0.1,4568,1943
2019-03-12,1,United Kingdom,Standard,60,100,30,1800,3000,0.25,2250,450
2019-03-13,3,United States,Standard,40,100,30,1200,3000,0.05,2850,1650
2019-03-14,6,Netherlands,Elite,100,190,35,3500,6650,0,6650,3150
2019-03-15,9,United States,Premium,125,230,45,5625,10350,0,10350,4725
2019-03-16,9,United Kingdom,Premium,125,230,35,4375,8050,0,8050,3675
2019-03-17,9,Canada,Premium,125,230,35,4375,8050,0,8050,3675
2019-03-18,2,Netherlands,Standard,80,135,35,2800,4725,0,4725,1925
2019-03-19,5,Netherlands,Standard,75,145,25,1875,3625,0.1,3263,1388
2019-03-20,4,Canada,Standard,50,95,40,2000,3800,0.35,2470,470
2019-03-21,7,India,Elite,95,165,25,2375,4125,0,4125,1750
2019-03-22,6,Malaysia,Elite,100,190,35,3500,6650,0.1,5985,2485
2019-03-23,2,Netherlands,Standard,80,135,35,2800,4725,0.1,4253,1453
2019-03-24,6,Canada,Elite,100,190,45,4500,8550,0.35,5558,1058
2019-03-25,9,Singapore,Premium,125,230,25,3125,5750,0.1,5175,2050
2019-03-26,6,Netherlands,Elite,100,190,45,4500,8550,0,8550,4050
2019-03-27,1,United States,Standard,60,100,25,1500,2500,0,2500,1000
2019-03-28,8,United States,Premium,110,220,25,2750,5500,0.05,5225,2475
2019-03-29,4,United States,Standard,50,95,45,2250,4275,0,4275,2025
2019-03-30,5,Singapore,Standard,75,145,40,3000,5800,0.05,5510,2510
2019-03-31,3,United Kingdom,Standard,40,100,35,1400,3500,0.35,2275,875
2019-04-01,2,United States,Standard,80,135,35,2800,4725,0.1,4253,1453
2019-04-02,3,United States,Standard,40,100,30,1200,3000,0.05,2850,1650
2019-04-03,3,United States,Standard,40,100,35,1400,3500,0,3500,2100
2019-04-04,9,Canada,Premium,125,230,35,4375,8050,0.35,5233,858
2019-04-05,7,United States,Elite,95,165,25,2375,4125,0,4125,1750
2019-04-06,2,Singapore,Standard,80,135,30,2400,4050,0,4050,1650
2019-04-07,7,United States,Elite,95,165,40,3800,6600,0.15,5610,1810
2019-04-08,5,United States,Standard,75,145,45,3375,6525,0.35,4241,867
2019-04-09,9,Singapore,Premium,125,230,30,3750,6900,0.05,6555,2805
2019-04-10,2,United States,Standard,80,135,35,2800,4725,0.05,4489,1689
2019-04-11,2,United States,Standard,80,135,25,2000,3375,0.15,2869,869
2019-04-12,7,United States,Elite,95,165,30,2850,4950,0.35,3218,368
2019-04-13,3,Canada,Standard,40,100,40,1600,4000,0.35,2600,1000
2019-04-14,1,United Kingdom,Standard,60,100,30,1800,3000,0,3000,1200
2019-04-15,4,Singapore,Standard,50,95,35,1750,3325,0.1,2993,1243
2019-04-16,7,Italy,Elite,95,165,45,4275,7425,0.25,5569,1294
2019-04-17,9,United Kingdom,Premium,125,230,35,4375,8050,0,8050,3675
2019-04-18,5,United States,Standard,75,145,30,2250,4350,0,4350,2100
2019-04-19,6,India,Elite,100,190,25,2500,4750,0.25,3563,1063
2019-04-20,1,United States,Standard,60,100,35,2100,3500,0.35,2275,175
2019-04-21,5,United States,Standard,75,145,35,2625,5075,0.1,4568,1943
2019-04-22,6,United Kingdom,Elite,100,190,40,4000,7600,0,7600,3600
2019-04-23,8,United States,Premium,110,220,25,2750,5500,0.1,4950,2200
2019-04-24,1,United States,Standard,60,100,35,2100,3500,0.25,2625,525
2019-04-25,5,United States,Standard,75,145,25,1875,3625,0.1,3263,1388
2019-04-26,8,United Kingdom,Premium,110,220,25,2750,5500,0.1,4950,2200
2019-04-27,7,Canada,Elite,95,165,25,2375,4125,0.35,2681,307
2019-04-28,5,Singapore,Standard,75,145,30,2250,4350,0,4350,2100
2019-04-29,7,Netherlands,Elite,95,165,35,3325,5775,0.05,5486,2162
2019-04-30,6,United States,Elite,100,190,35,3500,6650,0.25,4988,1488
2019-05-01,7,Singapore,Elite,95,165,30,2850,4950,0.35,3218,368
2019-05-02,6,United States,Elite,100,190,25,2500,4750,0.25,3563,1063
2019-05-03,8,United States,Premium,110,220,30,3300,6600,0,6600,3300
2019-05-04,3,United Kingdom,Standard,40,100,30,1200,3000,0,3000,1800
2019-05-05,9,United States,Premium,125,230,25,3125,5750,0.35,3738,613
2019-05-06,9,United Kingdom,Premium,125,230,25,3125,5750,0.35,3738,613
2019-05-07,8,Canada,Premium,110,220,25,2750,5500,0.35,3575,825
2019-05-08,9,United States,Premium,125,230,35,4375,8050,0.05,7648,3273
2019-05-09,3,Netherlands,Standard,40,100,45,1800,4500,0.1,4050,2250
2019-05-10,7,Canada,Elite,95,165,40,3800,6600,0.1,5940,2140
2019-05-11,1,United Kingdom,Standard,60,100,30,1800,3000,0.05,2850,1050
2019-05-12,9,Canada,Premium,125,230,30,3750,6900,0.05,6555,2805
2019-05-13,5,Canada,Standard,75,145,25,1875,3625,0.35,2356,482
2019-05-14,8,United States,Premium,110,220,30,3300,6600,0.25,4950,1650
2019-05-15,7,Singapore,Elite,95,165,25,2375,4125,0,4125,1750
2019-05-16,9,Brazil,Premium,125,230,35,4375,8050,0.1,7245,2870
2019-05-17,7,United States,Elite,95,165,25,2375,4125,0.05,3919,1544
2019-05-18,1,Canada,Standard,60,100,25,1500,2500,0,2500,1000
2019-05-19,7,Canada,Elite,95,165,25,2375,4125,0,4125,1750
2019-05-20,7,United States,Elite,95,165,25,2375,4125,0.35,2681,307
2019-05-21,8,Netherlands,Premium,110,220,40,4400,8800,0,8800,4400
2019-05-22,9,United States,Premium,125,230,35,4375,8050,0.1,7245,2870
2019-05-23,3,Singapore,Standard,40,100,35,1400,3500,0.35,2275,875
2019-05-24,7,United States,Elite,95,165,25,2375,4125,0.35,2681,307
2019-05-25,6,India,Elite,100,190,25,2500,4750,0.25,3563,1063
2019-05-26,8,Canada,Premium,110,220,45,4950,9900,0,9900,4950
2019-05-27,10,United States,Premium,150,280,35,5250,9800,0.05,9310,4060
2019-05-28,5,Malaysia,Standard,75,145,40,3000,5800,0,5800,2800
2019-05-29,5,Canada,Standard,75,145,25,1875,3625,0.1,3263,1388
2019-05-30,7,United States,Elite,95,165,45,4275,7425,0,7425,3150
2019-05-31,7,United States,Elite,95,165,25,2375,4125,0,4125,1750
2019-06-01,3,United States,Standard,40,100,25,1000,2500,0.05,2375,1375
2019-06-02,9,Canada,Premium,125,230,40,5000,9200,0.35,5980,980
2019-06-03,1,United Kingdom,Standard,60,100,30,1800,3000,0.25,2250,450
2019-06-04,2,United States,Standard,80,135,45,3600,6075,0,6075,2475
2019-06-05,7,United States,Elite,95,165,35,3325,5775,0,5775,2450
2019-06-06,7,United Kingdom,Elite,95,165,35,3325,5775,0.05,5486,2162
2019-06-07,3,Italy,Standard,40,100,30,1200,3000,0.15,2550,1350
2019-06-08,5,United States,Standard,75,145,25,1875,3625,0.1,3263,1388
2019-06-09,6,United States,Elite,100,190,30,3000,5700,0,5700,2700
2019-06-10,2,United Kingdom,Standard,80,135,30,2400,4050,0.15,3443,1043
2019-06-11,7,Italy,Elite,95,165,30,2850,4950,0.15,4208,1358
2019-06-12,9,Singapore,Premium,125,230,30,3750,6900,0,6900,3150
2019-06-13,9,China,Premium,125,230,25,3125,5750,0.35,3738,613
2019-06-14,2,Malaysia,Standard,80,135,30,2400,4050,0.35,2633,233
2019-06-15,9,Netherlands,Premium,125,230,45,5625,10350,0.1,9315,3690
2019-06-16,5,Canada,Standard,75,145,30,2250,4350,0,4350,2100
2019-06-17,7,United States,Elite,95,165,45,4275,7425,0,7425,3150
2019-06-18,7,China,Elite,95,165,45,4275,7425,0.1,6683,2408
2019-06-19,9,Canada,Premium,125,230,45,5625,10350,0.1,9315,3690
2019-06-20,9,Canada,Premium,125,230,35,4375,8050,0.1,7245,2870
2019-06-21,3,Singapore,Standard,40,100,45,1800,4500,0.1,4050,2250
2019-06-22,6,United States,Elite,100,190,35,3500,6650,0.35,4323,823
2019-06-23,1,United States,Standard,60,100,35,2100,3500,0,3500,1400
2019-06-24,3,United Kingdom,Standard,40,100,35,1400,3500,0,3500,2100
2019-06-25,9,United Kingdom,Premium,125,230,25,3125,5750,0.35,3738,613
2019-06-26,9,Canada,Premium,125,230,35,4375,8050,0.35,5233,858
2019-06-27,5,United States,Standard,75,145,25,1875,3625,0.15,3081,1207
2019-06-28,1,United States,Standard,60,100,35,2100,3500,0.35,2275,175
2019-06-29,9,United States,Premium,125,230,35,4375,8050,0.05,7648,3273
2019-06-30,3,United Kingdom,Standard,40,100,25,1000,2500,0.15,2125,1125
2019-07-01,7,United States,Elite,95,165,35,3325,5775,0.15,4909,1584
2019-07-02,9,United States,Premium,125,230,25,3125,5750,0,5750,2625
2019-07-03,1,Singapore,Standard,60,100,45,2700,4500,0,4500,1800
2019-07-04,7,Singapore,Elite,95,165,25,2375,4125,0.35,2681,307
2019-07-05,3,Canada,Standard,40,100,25,1000,2500,0.15,2125,1125
2019-07-06,7,United Kingdom,Elite,95,165,35,3325,5775,0.35,3754,429
2019-07-07,5,Canada,Standard,75,145,30,2250,4350,0.35,2828,578
2019-07-08,3,United States,Standard,40,100,25,1000,2500,0,2500,1500
2019-07-09,9,India,Premium,125,230,35,4375,8050,0.05,7648,3273
2019-07-10,4,United States,Standard,50,95,45,2250,4275,0,4275,2025
2019-07-11,8,Netherlands,Premium,110,220,45,4950,9900,0.35,6435,1485
2019-07-12,3,Singapore,Standard,40,100,25,1000,2500,0.1,2250,1250
2019-07-13,10,Singapore,Premium,150,280,30,4500,8400,0,8400,3900
2019-07-14,1,United States,Standard,60,100,35,2100,3500,0.1,3150,1050
2019-07-15,9,United States,Premium,125,230,40,5000,9200,0,9200,4200
2019-07-16,7,United States,Elite,95,165,35,3325,5775,0.1,5198,1873
2019-07-17,6,Canada,Elite,100,190,40,4000,7600,0,7600,3600
2019-07-18,9,United States,Premium,125,230,30,3750,6900,0,6900,3150
2019-07-19,9,Canada,Premium,125,230,40,5000,9200,0.05,8740,3740
2019-07-20,9,Singapore,Premium,125,230,45,5625,10350,0.1,9315,3690
2019-07-21,6,United States,Elite,100,190,30,3000,5700,0.35,3705,705
2019-07-22,7,Singapore,Elite,95,165,35,3325,5775,0,5775,2450
2019-07-23,2,India,Standard,80,135,40,3200,5400,0,5400,2200
2019-07-24,5,United States,Standard,75,145,40,3000,5800,0.1,5220,2220
2019-07-25,9,United States,Premium,125,230,45,5625,10350,0.05,9833,4208
2019-07-26,9,United Kingdom,Premium,125,230,35,4375,8050,0,8050,3675
2019-07-27,6,Canada,Elite,100,190,30,3000,5700,0.1,5130,2130
2019-07-28,1,Canada,Standard,60,100,35,2100,3500,0.35,2275,175
2019-07-29,9,Canada,Premium,125,230,35,4375,8050,0.1,7245,2870
2019-07-30,9,United States,Premium,125,230,35,4375,8050,0.1,7245,2870
2019-07-31,9,United Kingdom,Premium,125,230,25,3125,5750,0.35,3738,613
2019-08-01,3,United Kingdom,Standard,40,100,45,1800,4500,0,4500,2700
2019-08-02,8,Canada,Premium,110,220,25,2750,5500,0.1,4950,2200
2019-08-03,2,United States,Standard,80,135,25,2000,3375,0.35,2194,194
2019-08-04,3,United States,Standard,40,100,40,1600,4000,0.25,3000,1400
2019-08-05,1,Singapore,Standard,60,100,25,1500,2500,0,2500,1000
2019-08-06,9,United Kingdom,Premium,125,230,35,4375,8050,0.05,7648,3273
2019-08-07,3,Singapore,Standard,40,100,35,1400,3500,0,3500,2100
2019-08-08,3,United States,Standard,40,100,45,1800,4500,0,4500,2700
2019-08-09,8,India,Premium,110,220,25,2750,5500,0,5500,2750
2019-08-10,8,United Kingdom,Premium,110,220,35,3850,7700,0.35,5005,1155
2019-08-11,6,United Kingdom,Elite,100,190,25,2500,4750,0.05,4513,2013
2019-08-12,7,United Kingdom,Elite,95,165,40,3800,6600,0,6600,2800
2019-08-13,7,Netherlands,Elite,95,165,25,2375,4125,0.1,3713,1338
2019-08-14,5,United States,Standard,75,145,30,2250,4350,0.05,4133,1883
2019-08-15,5,United States,Standard,75,145,45,3375,6525,0.1,5873,2498
2019-08-16,7,United States,Elite,95,165,35,3325,5775,0,5775,2450
2019-08-17,8,India,Premium,110,220,35,3850,7700,0.05,7315,3465
2019-08-18,5,China,Standard,75,145,35,2625,5075,0.1,4568,1943
2019-08-19,2,Singapore,Standard,80,135,25,2000,3375,0.05,3206,1207
2019-08-20,6,Singapore,Elite,100,190,45,4500,8550,0.1,7695,3195
2019-08-21,9,Canada,Premium,125,230,30,3750,6900,0.15,5865,2115
2019-08-22,9,Canada,Premium,125,230,40,5000,9200,0,9200,4200
2019-08-23,9,Singapore,Premium,125,230,35,4375,8050,0,8050,3675
2019-08-24,7,Brazil,Elite,95,165,30,2850,4950,0,4950,2100
2019-08-25,5,Canada,Standard,75,145,45,3375,6525,0,6525,3150
2019-08-26,7,Singapore,Elite,95,165,45,4275,7425,0.1,6683,2408
2019-08-27,9,Singapore,Premium,125,230,40,5000,9200,0,9200,4200
2019-08-28,8,China,Premium,110,220,30,3300,6600,0,6600,3300
2019-08-30,8,United States,Premium,110,220,40,4400,8800,0.15,7480,3080
2019-08-31,3,United Kingdom,Standard,40,100,45,1800,4500,0,4500,2700
2019-09-01,2,India,Standard,80,135,45,3600,6075,0.1,5468,1868
2019-09-02,6,United Kingdom,Elite,100,190,30,3000,5700,0,5700,2700
2019-09-03,2,Singapore,Standard,80,135,35,2800,4725,0,4725,1925
2019-09-04,2,Singapore,Standard,80,135,25,2000,3375,0,3375,1375
2019-09-05,9,United Kingdom,Premium,125,230,25,3125,5750,0,5750,2625
2019-09-06,3,United Kingdom,Standard,40,100,45,1800,4500,0,4500,2700
2019-09-07,4,Canada,Standard,50,95,35,1750,3325,0.05,3159,1409
2019-09-08,9,Singapore,Premium,125,230,25,3125,5750,0.35,3738,613
2019-09-09,9,India,Premium,125,230,30,3750,6900,0,6900,3150
2019-09-10,10,Canada,Premium,150,280,25,3750,7000,0,7000,3250
2019-09-11,7,United Kingdom,Elite,95,165,45,4275,7425,0.35,4826,552
2019-09-12,7,United States,Elite,95,165,25,2375,4125,0,4125,1750
2019-09-13,9,Singapore,Premium,125,230,40,5000,9200,0.05,8740,3740
2019-09-14,9,Canada,Premium,125,230,30,3750,6900,0.1,6210,2460
2019-09-15,1,Canada,Standard,60,100,45,2700,4500,0.25,3375,675
2019-09-16,10,United Kingdom,Premium,150,280,40,6000,11200,0,11200,5200
2019-09-17,1,Canada,Standard,60,100,35,2100,3500,0.05,3325,1225
2019-09-18,3,Singapore,Standard,40,100,35,1400,3500,0,3500,2100
2019-09-19,4,India,Standard,50,95,25,1250,2375,0.25,1781,532
2019-09-20,5,United States,Standard,75,145,35,2625,5075,0,5075,2450
2019-09-21,2,United States,Standard,80,135,30,2400,4050,0.35,2633,233
2019-09-22,5,United States,Standard,75,145,25,1875,3625,0.05,3444,1569
2019-09-23,9,Singapore,Premium,125,230,25,3125,5750,0.25,4313,1188
2019-09-24,4,Singapore,Standard,50,95,35,1750,3325,0,3325,1575
2019-09-25,3,United Kingdom,Standard,40,100,30,1200,3000,0,3000,1800
2019-09-26,1,Canada,Standard,60,100,35,2100,3500,0,3500,1400
2019-09-27,2,United States,Standard,80,135,35,2800,4725,0.05,4489,1689
2019-09-28,9,United States,Premium,125,230,30,3750,6900,0,6900,3150
2019-09-29,1,United States,Standard,60,100,45,2700,4500,0.1,4050,1350
2019-09-30,5,Malaysia,Standard,75,145,25,1875,3625,0.15,3081,1207
2019-10-01,4,Singapore,Standard,50,95,35,1750,3325,0.25,2494,744
2019-10-02,9,United States,Premium,125,230,25,3125,5750,0,5750,2625
2019-10-03,2,United Kingdom,Standard,80,135,30,2400,4050,0.1,3645,1245
2019-10-04,7,India,Elite,95,165,35,3325,5775,0.1,5198,1873
2019-10-05,10,United States,Premium,150,280,40,6000,11200,0.05,10640,4640
2019-10-06,9,United States,Premium,125,230,30,3750,6900,0.35,4485,735
2019-10-07,9,Italy,Premium,125,230,30,3750,6900,0.05,6555,2805
2019-10-08,6,United States,Elite,100,190,35,3500,6650,0,6650,3150
2019-10-09,9,United Kingdom,Premium,125,230,35,4375,8050,0.05,7648,3273
2019-10-10,1,United States,Standard,60,100,30,1800,3000,0.05,2850,1050
2019-10-11,5,Singapore,Standard,75,145,30,2250,4350,0.35,2828,578
2019-10-12,3,United Kingdom,Standard,40,100,30,1200,3000,0.1,2700,1500
2019-10-13,7,Canada,Elite,95,165,30,2850,4950,0,4950,2100
2019-10-14,9,Singapore,Premium,125,230,40,5000,9200,0,9200,4200
2019-10-15,7,Singapore,Elite,95,165,45,4275,7425,0.15,6311,2037
2019-10-16,3,Canada,Standard,40,100,25,1000,2500,0.05,2375,1375
2019-10-17,2,United States,Standard,80,135,30,2400,4050,0.05,3848,1448
2019-10-18,4,United Kingdom,Standard,50,95,25,1250,2375,0.05,2256,1007
2019-10-19,1,United States,Standard,60,100,35,2100,3500,0.05,3325,1225
2019-10-20,2,United States,Standard,80,135,30,2400,4050,0,4050,1650
2019-10-21,5,India,Standard,75,145,45,3375,6525,0.35,4241,867
2019-10-22,1,Brazil,Standard,60,100,35,2100,3500,0.15,2975,875
2019-10-23,2,United States,Standard,80,135,35,2800,4725,0,4725,1925
2019-10-24,1,Netherlands,Standard,60,100,30,1800,3000,0.35,1950,150
2019-10-25,7,Nepal,Elite,95,165,35,3325,5775,0.05,5486,2162
2019-10-26,8,India,Premium,110,220,30,3300,6600,0.1,5940,2640
2019-10-27,4,Canada,Standard,50,95,25,1250,2375,0,2375,1125
2019-10-28,1,United States,Standard,60,100,30,1800,3000,0.25,2250,450
2019-10-29,9,China,Premium,125,230,25,3125,5750,0.25,4313,1188
2019-10-30,1,United States,Standard,60,100,30,1800,3000,0.05,2850,1050
2019-10-31,9,United States,Premium,125,230,40,5000,9200,0.1,8280,3280
2019-11-01,6,Netherlands,Elite,100,190,35,3500,6650,0,6650,3150
2019-11-02,7,United States,Elite,95,165,45,4275,7425,0.25,5569,1294
2019-11-03,9,Netherlands,Premium,125,230,25,3125,5750,0,5750,2625
2019-11-04,3,Netherlands,Standard,40,100,25,1000,2500,0,2500,1500
2019-11-05,6,United States,Elite,100,190,25,2500,4750,0.35,3088,588
2019-11-06,7,Singapore,Elite,95,165,35,3325,5775,0.05,5486,2162
2019-11-07,2,United States,Standard,80,135,30,2400,4050,0.1,3645,1245
2019-11-08,8,India,Premium,110,220,25,2750,5500,0.35,3575,825
2019-11-09,9,Netherlands,Premium,125,230,45,5625,10350,0.35,6728,1103
2019-11-10,3,United States,Standard,40,100,35,1400,3500,0.05,3325,1925
2019-11-11,8,Canada,Premium,110,220,25,2750,5500,0,5500,2750
2019-11-12,3,United States,Standard,40,100,25,1000,2500,0,2500,1500
2019-11-13,9,Canada,Premium,125,230,25,3125,5750,0,5750,2625
2019-11-14,9,United States,Premium,125,230,25,3125,5750,0,5750,2625
2019-11-15,5,India,Standard,75,145,35,2625,5075,0.1,4568,1943
2019-11-16,5,Singapore,Standard,75,145,35,2625,5075,0,5075,2450
2019-11-17,6,Singapore,Elite,100,190,35,3500,6650,0.1,5985,2485
2019-11-18,7,United States,Elite,95,165,25,2375,4125,0,4125,1750
2019-11-19,6,United States,Elite,100,190,25,2500,4750,0.1,4275,1775
2019-11-20,7,United States,Elite,95,165,35,3325,5775,0.35,3754,429
2019-11-21,3,Canada,Standard,40,100,25,1000,2500,0.1,2250,1250
2019-11-22,9,Singapore,Premium,125,230,25,3125,5750,0.25,4313,1188
2019-11-23,9,Canada,Premium,125,230,35,4375,8050,0,8050,3675
2019-11-24,5,United States,Standard,75,145,30,2250,4350,0,4350,2100
